_CAL,_GR,_SP,_LLD,_LLS,_AC,_DEN,_PEF,Lith_Encoded
-1.3858929441970316,-0.4447651749013071,1.2979167888064151,0.3653357128291034,0.2790831558973954,-1.1881792113798353,1.4272067727002684,-1.3129801232384746,0
0.0743710981034381,-0.6302615824634976,0.0573933938888462,-0.7092143265184041,-1.3051760295438968,1.9062535531828304,-2.594464466444273,0.117785171113002,2
0.2862742077330904,-0.7225863300407473,-0.6001797245919578,-0.26243568509563,-0.2710956768889729,-0.1927129503521182,-0.4269770799010516,-0.7373493550725588,0
0.2054334022293827,0.0409722049495454,-1.478642882291114,0.3009993335919702,-0.2111109745301777,-0.2561609466794183,0.7575552982906855,0.4431843970152199,4
-0.7805100472762804,-0.3608667037474752,-1.0235173363415222,-0.2465182573390432,-0.3662968596391247,-0.1693636400394045,-0.4042791952488495,0.7494509529142082,0
-1.8644104448969585,0.0710960518470741,0.9278725764397358,-0.420699179362058,-0.275908408702439,1.8155799209601016,0.495235550256292,-0.3847544578108165,1
0.4879146689293592,-0.3671927942672403,0.3475720328699831,0.6577469069566705,0.6834599189721386,2.3326990636498097,-2.1202380735235105,0.1701587146967643,2
-0.4011903072204828,0.0904109749512197,0.6734081502275646,-0.2250148338791086,-0.2800259681428489,-1.031545082244011,1.2348957985133522,0.5021836564014059,4
-1.123537602127739,-1.1766599034727272,-1.9832481931960744,-0.396084622295154,-0.3307960107910819,-0.2704970091988219,-0.7541174102975894,-0.8028124255267987,1
-0.395769517794889,-1.4708249900696502,-0.7563255695343208,0.3112833136095313,0.3544311193465913,-0.3908334801370239,-1.4491896431524498,0.5418081181668604,0
-0.0999570388403352,-0.6071260119293029,-0.1024078916103752,-0.1229879523564404,-0.2597162398900221,-0.252473240437738,-0.4956361615892149,-0.1563407623687546,4
2.5222956378955224,1.0504341899794598,-1.2241764183983206,-0.8464807958581229,-0.7587623050757808,0.5752256910795105,-0.5243114251178015,0.7964780757663948,1
-0.2654672919772224,0.4829689028549054,0.567777214975245,-0.2613291259467765,-0.3857841454998282,-0.5900962569956782,0.5493550617046109,0.590946528632411,1
0.0896315629613125,-2.742261250075652,-0.9557756488223283,0.7046127957563846,1.242349099811889,-0.8359978908796357,-0.066324793031966,-1.4564438660695624,3
1.34720271537185,0.2891090121048256,-0.8585443257724527,-0.6121390561831785,-0.6404173064493096,1.946067049661324,-0.9641745439724178,-0.1146240072972213,2
0.3056547955635549,0.0713357332572011,1.3942628787025106,0.0702616872769425,-0.8246409228978504,-1.6951058702585469,1.089137965239932,0.1779293629416489,0
0.5678916951871941,-0.3573062859196041,-0.880827008913778,-0.0074531235890937,-1.796040768036406,-0.977193037409786,-0.7061462135755955,0.2388477417771758,4
-1.5223649657001614,-2.603322285236786,0.6757045330999473,-1.0249625307578825,-0.1824095749565584,-0.5182963870305051,0.1541121604358944,0.3020379677744613,0
1.2043946398015426,-1.471893558029819,3.039600385974377,0.2194381032631731,0.1169078033806213,-1.000417182319413,-1.3812833571734815,2.327501026922288,4
0.1787420465882236,-0.3869350800156954,1.6118891154508912,0.3316543797198482,-0.1261900121472463,0.4042546738649726,0.6260845098573808,3.443536456499209,4
0.066080494292173,0.1553200325333836,2.0229339523194,-1.3754892979216458,-0.676239414523113,1.407593169597171,-1.3421980443888857,-0.3468069373833093,4
-2.513882114140712,4.747100622496994,3.1576818559585886,-0.0108875880222201,0.046866511419076,0.0901837193350933,-3.440417698803337,0.1708018431801951,4
-1.8644104448969585,0.0710960518470741,0.9278725764397358,-0.2219292362524975,-0.0920299685492785,1.0559411137851211,0.7368347424084014,-0.1038085063938713,1
-0.3195149100623867,0.1810272994706046,0.1324378364522377,-0.2064197068220314,0.2128343494789382,1.8592621821616515,-1.8624845886032444,-0.759984236428972,2
-0.6559403062761769,0.0567887013995596,0.4017762941209787,0.15237503583906,0.2323267657591641,-0.8268380888130794,1.327383620316817,-1.0584660063742417,1
-1.261081667193945,-0.5843071219690372,-1.4988853287918955,0.4509004442312568,0.5737761704586339,-0.8115822193768634,0.5503568122187511,-0.2538366120752942,0
-1.0995703075435417,-1.0140151832323363,-1.2349612368778256,-0.8120432877977539,-0.9340608854658016,-0.5558729064324663,0.0721354977010669,-0.7623072776728058,4
